CensusTract20,State,County20,County24,Urban,POP2020,OHU2020,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LowIncomeTracts,PovertyRate,MedianFamilyIncome,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,TractVeteran,TractTribalArea,Missing_Value_Count
37119005534,North Carolina,Mecklenburg County,Mecklenburg County,1,4990,2433,0.0,157,3.15,1,26.5,68734.0,3169.0,706,298,1362,1738,1354,5,31,500,368,201.0,355.0,294.0,0.0,0
37119005535,North Carolina,Mecklenburg County,Mecklenburg County,1,3945,1633,0.0,0,0.0,0,7.2,103072.0,3366.0,974,313,404,2152,837,1,24,527,463,219.0,367.0,14.0,0.0,0
37119005536,North Carolina,Mecklenburg County,Mecklenburg County,1,5887,2370,0.0,113,1.92,0,5.1,90845.0,5378.0,1205,507,1182,2887,979,2,75,762,715,266.0,217.0,360.0,0.0,0
37119005604,North Carolina,Mecklenburg County,Mecklenburg County,1,8512,1065,1.0,5731,67.33,1,39.7,96667.0,985.0,416,103,4596,2491,826,25,137,437,752,156.0,73.0,41.0,0.0,0
37119005609,North Carolina,Mecklenburg County,Mecklenburg County,1,4240,1661,0.0,0,0.0,1,50.9,61657.0,1000.0,571,55,1381,1323,817,1,9,709,666,623.0,130.0,26.0,0.0,0
37119005610,North Carolina,Mecklenburg County,Mecklenburg County,1,3315,1321,0.0,10,0.3,0,7.2,100278.0,2248.0,696,340,846,1685,119,0,35,630,556,61.0,94.0,88.0,0.0,0
37119005611,North Carolina,Mecklenburg County,Mecklenburg County,1,3561,1350,0.0,0,0.0,0,5.7,89583.0,3506.0,919,253,900,1833,155,9,21,643,587,61.0,280.0,350.0,0.0,0
37119005612,North Carolina,Mecklenburg County,Mecklenburg County,1,5780,2139,0.0,0,0.0,0,11.5,94545.0,4542.0,1342,454,1318,2961,279,2,27,1193,1184,61.0,119.0,183.0,0.0,0
37119005613,North Carolina,Mecklenburg County,Mecklenburg County,1,3313,1218,0.0,0,0.0,0,14.5,97143.0,3003.0,801,294,596,1931,208,2,11,565,511,50.0,144.0,277.0,0.0,0
37119005615,North Carolina,Mecklenburg County,Mecklenburg County,1,2548,878,0.0,0,0.0,0,4.0,133667.0,2478.0,657,292,570,1416,131,4,10,417,361,24.0,33.0,208.0,0.0,0
37119005616,North Carolina,Mecklenburg County,Mecklenburg County,1,1822,611,0.0,0,0.0,1,14.2,58890.0,1415.0,496,187,471,728,68,13,13,529,558,30.0,41.0,10.0,0.0,0
37119005617,North Carolina,Mecklenburg County,Mecklenburg County,1,2906,1045,0.0,0,0.0,1,0.3,76053.0,3387.0,677,325,625,1357,122,1,15,786,711,9.0,106.0,188.0,0.0,0
37119005618,North Carolina,Mecklenburg County,Mecklenburg County,1,3272,1103,0.0,0,0.0,0,5.5,116033.0,2389.0,736,477,1184,1459,115,0,6,508,456,31.0,99.0,253.0,0.0,0
37119005619,North Carolina,Mecklenburg County,Mecklenburg County,1,4713,1690,0.0,0,0.0,0,10.6,101760.0,3782.0,1219,397,1311,2282,91,0,20,1009,957,0.0,122.0,183.0,0.0,0
37119005621,North Carolina,Mecklenburg County,Mecklenburg County,1,5038,1981,0.0,0,0.0,0,16.8,85860.0,5055.0,1024,774,2406,1735,103,3,46,745,629,120.0,175.0,364.0,0.0,0
37119005622,North Carolina,Mecklenburg County,Mecklenburg County,1,3219,1337,0.0,10,0.31,1,59.2,36855.0,430.0,443,119,1393,1122,249,3,17,435,376,152.0,125.0,16.0,0.0,0
37119005623,North Carolina,Mecklenburg County,Mecklenburg County,1,4654,2166,0.0,0,0.0,0,16.1,116674.0,2072.0,817,250,1228,2576,185,4,24,637,551,164.0,125.0,68.0,0.0,0
37119005624,North Carolina,Mecklenburg County,Mecklenburg County,1,2486,897,0.0,0,0.0,0,10.6,104688.0,2245.0,678,151,516,1516,101,3,23,327,342,7.0,139.0,123.0,0.0,0
37119005625,North Carolina,Mecklenburg County,Mecklenburg County,1,5752,2005,0.0,0,0.0,0,15.6,114125.0,4156.0,1390,527,1272,3378,279,3,16,804,674,0.0,153.0,138.0,0.0,0
37119005626,North Carolina,Mecklenburg County,Mecklenburg County,1,3637,1181,0.0,0,0.0,0,13.6,101905.0,3122.0,1092,244,659,1898,134,1,14,931,898,71.0,50.0,118.0,0.0,0
37119005627,North Carolina,Mecklenburg County,Mecklenburg County,1,7602,2414,0.0,8,0.11,1,15.7,78057.0,5338.0,2287,611,1782,3399,196,8,83,2134,2096,18.0,416.0,213.0,0.0,0
37119005709,North Carolina,Mecklenburg County,Mecklenburg County,1,3840,1675,0.0,0,0.0,0,4.3,135436.0,3747.0,629,816,2539,547,188,1,18,547,446,86.0,86.0,204.0,0.0,0
37119005710,North Carolina,Mecklenburg County,Mecklenburg County,1,4523,1781,0.0,24,0.53,0,10.9,93359.0,3094.0,1142,588,1478,1623,234,3,21,1164,1184,64.0,177.0,130.0,0.0,0
37119005712,North Carolina,Mecklenburg County,Mecklenburg County,1,3814,1376,0.0,132,3.46,0,3.0,127935.0,2837.0,865,747,2911,310,98,0,16,479,356,9.0,22.0,227.0,0.0,0
37119005713,North Carolina,Mecklenburg County,Mecklenburg County,1,4376,1635,0.0,0,0.0,0,3.2,151960.0,4007.0,936,881,3412,385,141,0,12,426,278,32.0,19.0,299.0,0.0,0
37119005714,North Carolina,Mecklenburg County,Mecklenburg County,1,5816,2024,0.0,12,0.21,0,3.6,136500.0,5470.0,1376,997,4301,674,267,2,37,535,299,20.0,10.0,576.0,0.0,0
37119005715,North Carolina,Mecklenburg County,Mecklenburg County,0,3067,1125,0.0,0,0.0,0,2.2,116597.0,2571.0,658,532,2326,258,22,0,26,435,378,10.0,53.0,236.0,0.0,0
37119005716,North Carolina,Mecklenburg County,Mecklenburg County,1,4892,1764,0.0,0,0.0,1,16.1,75802.0,3269.0,1220,455,1850,1375,346,4,46,1271,1143,59.0,195.0,286.0,0.0,0
37119005718,North Carolina,Mecklenburg County,Mecklenburg County,1,3677,1331,0.0,0,0.0,0,3.7,99153.0,2339.0,841,525,2027,623,167,2,24,834,734,0.0,120.0,165.0,0.0,0
37119005719,North Carolina,Mecklenburg County,Mecklenburg County,1,3778,1332,0.0,110,2.91,0,13.9,111471.0,2997.0,750,797,2488,576,180,2,31,501,440,36.0,56.0,198.0,0.0,0
37119005720,North Carolina,Mecklenburg County,Mecklenburg County,1,2510,1009,0.0,0,0.0,0,11.8,123203.0,2327.0,460,744,1823,301,111,0,6,269,238,11.0,47.0,122.0,0.0,0
37119005721,North Carolina,Mecklenburg County,Mecklenburg County,1,3447,1341,0.0,5,0.15,0,7.2,99288.0,3183.0,655,933,2633,363,59,4,14,374,292,10.0,40.0,235.0,0.0,0
37119005722,North Carolina,Mecklenburg County,Mecklenburg County,1,2731,960,0.0,0,0.0,0,3.6,118936.0,1947.0,667,334,1416,603,229,0,18,465,388,111.0,26.0,160.0,0.0,0
37119005723,North Carolina,Mecklenburg County,Mecklenburg County,1,3573,1560,0.0,0,0.0,0,6.6,94232.0,3118.0,806,319,1287,1330,163,4,43,746,681,48.0,86.0,96.0,0.0,0
37119005811,North Carolina,Mecklenburg County,Mecklenburg County,1,4433,2045,0.0,13,0.29,0,17.3,108214.0,3094.0,713,985,3184,537,117,2,25,568,475,7.0,54.0,132.0,0.0,0
37119005815,North Carolina,Mecklenburg County,Mecklenburg County,1,3566,1566,0.0,0,0.0,0,7.3,147652.0,2862.0,689,714,2765,251,161,3,11,375,285,0.0,18.0,153.0,0.0,0
37119005816,North Carolina,Mecklenburg County,Mecklenburg County,1,4303,1707,0.0,0,0.0,0,6.0,154861.0,3730.0,909,809,3199,374,331,3,10,386,263,101.0,52.0,181.0,0.0,0
37119005817,North Carolina,Mecklenburg County,Mecklenburg County,1,4363,1687,0.0,0,0.0,0,3.7,160990.0,4049.0,1102,705,3433,186,330,2,6,406,259,12.0,24.0,212.0,0.0,0
37119005824,North Carolina,Mecklenburg County,Mecklenburg County,1,4618,1683,0.0,0,0.0,0,11.8,114956.0,3871.0,1222,337,1572,1182,224,2,62,1576,1641,78.0,257.0,157.0,0.0,0
37119005826,North Carolina,Mecklenburg County,Mecklenburg County,1,2912,1147,0.0,0,0.0,1,6.9,79420.0,2603.0,624,383,1544,364,95,5,27,877,862,0.0,87.0,86.0,0.0,0
37119005827,North Carolina,Mecklenburg County,Mecklenburg County,1,2772,1243,0.0,0,0.0,0,16.7,101406.0,1622.0,629,257,773,1191,44,3,39,722,777,53.0,63.0,167.0,0.0,0
37119005828,North Carolina,Mecklenburg County,Mecklenburg County,1,3783,1712,0.0,0,0.0,0,2.1,151125.0,3328.0,773,642,3183,201,53,0,10,336,277,41.0,10.0,71.0,0.0,0
37119005829,North Carolina,Mecklenburg County,Mecklenburg County,1,2511,1337,0.0,0,0.0,1,8.1,69990.0,1793.0,454,347,953,709,111,4,48,686,689,167.0,164.0,43.0,0.0,0
37119005830,North Carolina,Mecklenburg County,Mecklenburg County,1,3718,1566,0.0,0,0.0,0,6.3,97656.0,2709.0,709,593,2489,372,119,2,9,727,643,17.0,47.0,152.0,0.0,0
37119005832,North Carolina,Mecklenburg County,Mecklenburg County,1,3406,1091,0.0,0,0.0,0,2.5,250001.0,2830.0,1065,353,2606,184,375,0,6,235,150,0.0,22.0,84.0,0.0,0
37119005833,North Carolina,Mecklenburg County,Mecklenburg County,1,4941,1962,0.0,269,5.44,0,2.6,171607.0,4902.0,982,1715,4266,142,219,0,1,313,199,112.0,6.0,312.0,0.0,0
37119005834,North Carolina,Mecklenburg County,Mecklenburg County,1,4260,1568,0.0,0,0.0,0,1.5,122059.0,4154.0,1109,554,2924,504,299,8,14,511,371,23.0,91.0,128.0,0.0,0
37119005835,North Carolina,Mecklenburg County,Mecklenburg County,1,2666,955,0.0,0,0.0,0,3.1,139818.0,2403.0,662,411,2162,124,100,1,20,259,211,18.0,18.0,124.0,0.0,0
37119005836,North Carolina,Mecklenburg County,Mecklenburg County,1,4064,1443,0.0,0,0.0,0,11.3,114167.0,3198.0,1011,371,2361,490,296,0,37,880,892,6.0,94.0,99.0,0.0,0
37119005839,North Carolina,Mecklenburg County,Mecklenburg County,1,2763,1339,0.0,0,0.0,0,14.5,128304.0,2051.0,477,347,1821,267,212,0,9,454,398,46.0,58.0,41.0,0.0,0
37119005840,North Carolina,Mecklenburg County,Mecklenburg County,1,2156,897,0.0,0,0.0,0,5.5,154167.0,1946.0,549,291,1568,189,167,1,1,230,146,52.0,0.0,162.0,0.0,0
37119005843,North Carolina,Mecklenburg County,Mecklenburg County,1,3362,1281,0.0,0,0.0,0,4.1,168194.0,2582.0,896,354,2189,268,500,0,9,396,288,55.0,0.0,101.0,0.0,0
37119005845,North Carolina,Mecklenburg County,Mecklenburg County,1,5926,2200,0.0,0,0.0,0,3.9,145397.0,6382.0,1795,457,2696,509,2138,10,11,562,417,140.0,0.0,131.0,0.0,0
37119005846,North Carolina,Mecklenburg County,Mecklenburg County,1,4059,1334,0.0,0,0.0,0,3.3,243101.0,3641.0,1092,548,3165,166,363,1,6,358,244,3.0,3.0,126.0,0.0,0
37119005847,North Carolina,Mecklenburg County,Mecklenburg County,1,5101,1964,0.0,0,0.0,0,1.3,224779.0,4855.0,1271,962,3773,346,586,0,10,386,239,159.0,34.0,262.0,0.0,0
37119005848,North Carolina,Mecklenburg County,Mecklenburg County,1,5333,1674,0.0,0,0.0,0,3.8,180809.0,4571.0,1574,649,4202,259,399,1,8,464,287,17.0,0.0,128.0,0.0,0
37119005849,North Carolina,Mecklenburg County,Mecklenburg County,1,3826,1448,0.0,0,0.0,0,4.5,133519.0,3364.0,955,967,2634,418,395,0,7,372,282,169.0,78.0,127.0,0.0,0
37119005850,North Carolina,Mecklenburg County,Mecklenburg County,1,2848,1236,0.0,0,0.0,0,4.4,182407.0,3057.0,637,311,1883,195,437,2,1,330,204,101.0,41.0,138.0,0.0,0
37119005851,North Carolina,Mecklenburg County,Mecklenburg County,1,4378,1476,0.0,69,1.58,0,10.2,136310.0,3347.0,1241,560,2869,383,576,2,16,532,421,17.0,61.0,275.0,0.0,0
37119005852,North Carolina,Mecklenburg County,Mecklenburg County,1,2140,943,0.0,0,0.0,0,6.6,121799.0,1974.0,429,338,1364,323,70,0,5,378,265,49.0,58.0,33.0,0.0,0
37119005853,North Carolina,Mecklenburg County,Mecklenburg County,1,2074,1180,0.0,0,0.0,0,3.2,116170.0,2015.0,303,263,1220,395,88,0,16,355,292,0.0,59.0,30.0,0.0,0
37119005854,North Carolina,Mecklenburg County,Mecklenburg County,1,2308,980,0.0,0,0.0,0,6.7,130748.0,2486.0,602,117,901,254,806,4,7,336,316,303.0,66.0,81.0,0.0,0
37119005855,North Carolina,Mecklenburg County,Mecklenburg County,1,5222,2043,0.0,0,0.0,0,8.9,170679.0,3984.0,1315,657,3102,618,890,1,6,605,443,14.0,18.0,120.0,0.0,0
37119005856,North Carolina,Mecklenburg County,Mecklenburg County,1,2848,1045,0.0,0,0.0,0,2.7,113207.0,2410.0,919,114,1246,378,848,1,10,365,287,0.0,21.0,54.0,0.0,0
37119005857,North Carolina,Mecklenburg County,Mecklenburg County,1,2587,1074,0.0,0,0.0,0,2.1,195042.0,2246.0,672,242,1320,387,560,2,10,308,241,93.0,20.0,100.0,0.0,0
37119005858,North Carolina,Mecklenburg County,Mecklenburg County,1,4962,1847,0.0,0,0.0,0,5.7,140039.0,3908.0,1499,281,2029,813,1424,1,16,679,590,104.0,111.0,130.0,0.0,0
37119005859,North Carolina,Mecklenburg County,Mecklenburg County,1,3102,1353,0.0,0,0.0,0,1.6,196250.0,2787.0,701,480,2119,244,438,1,9,291,213,61.0,11.0,60.0,0.0,0
37119005860,North Carolina,Mecklenburg County,Mecklenburg County,1,4157,1492,0.0,0,0.0,0,0.0,161667.0,4247.0,1185,328,2272,351,1038,2,13,481,352,108.0,17.0,60.0,0.0,0
37119005861,North Carolina,Mecklenburg County,Mecklenburg County,1,3120,1406,0.0,0,0.0,0,4.2,103304.0,2152.0,626,774,2085,222,444,4,4,361,242,28.0,72.0,207.0,0.0,0
37119005862,North Carolina,Mecklenburg County,Mecklenburg County,1,3095,1136,0.0,0,0.0,0,2.2,161351.0,2842.0,803,475,1998,205,527,1,7,357,249,53.0,0.0,94.0,0.0,0
37119005863,North Carolina,Mecklenburg County,Mecklenburg County,1,3706,1245,0.0,75,2.02,0,1.3,166932.0,3594.0,1065,521,2127,314,839,3,3,420,318,49.0,20.0,164.0,0.0,0
37119005864,North Carolina,Mecklenburg County,Mecklenburg County,1,5400,1835,0.0,0,0.0,0,2.9,174974.0,4816.0,1654,527,2891,459,1507,1,15,527,315,58.0,12.0,24.0,0.0,0
37119005865,North Carolina,Mecklenburg County,Mecklenburg County,1,2248,960,0.0,0,0.0,0,4.5,155589.0,2015.0,438,391,1673,254,60,1,14,246,170,3.0,27.0,258.0,0.0,0
37119005866,North Carolina,Mecklenburg County,Mecklenburg County,1,4190,2141,0.0,0,0.0,0,7.5,82568.0,3212.0,780,314,1796,1425,142,8,27,792,714,42.0,255.0,73.0,0.0,0
37119005867,North Carolina,Mecklenburg County,Mecklenburg County,1,4281,1890,0.0,0,0.0,0,6.0,95500.0,2171.0,939,724,1763,1254,317,3,19,925,964,308.0,59.0,150.0,0.0,0
37119005868,North Carolina,Mecklenburg County,Mecklenburg County,1,1961,890,0.0,57,2.91,1,41.6,,1265.0,368,346,1219,343,42,0,12,345,290,17.0,252.0,142.0,0.0,1
37119005908,North Carolina,Mecklenburg County,Mecklenburg County,1,2241,914,0.0,0,0.0,0,3.3,207159.0,2256.0,427,349,1554,286,195,1,0,205,114,0.0,14.0,139.0,0.0,0
37119005910,North Carolina,Mecklenburg County,Mecklenburg County,1,5524,2193,0.0,0,0.0,0,4.7,100505.0,3877.0,1372,356,1771,2253,259,7,20,1214,1103,108.0,303.0,354.0,0.0,0
37119005913,North Carolina,Mecklenburg County,Mecklenburg County,1,6679,2451,0.0,89,1.33,0,6.2,99259.0,4715.0,1502,799,1984,2029,587,3,58,2018,2046,0.0,236.0,233.0,0.0,0
37119005915,North Carolina,Mecklenburg County,Mecklenburg County,1,2477,1447,0.0,0,0.0,0,6.6,,1886.0,313,137,852,1114,180,0,2,329,262,193.0,79.0,55.0,0.0,1
37119005916,North Carolina,Mecklenburg County,Mecklenburg County,1,2526,949,0.0,0,0.0,1,14.4,77981.0,1570.0,616,251,255,1193,97,1,42,938,959,33.0,161.0,157.0,0.0,0
37119005918,North Carolina,Mecklenburg County,Mecklenburg County,1,4852,1640,0.0,0,0.0,0,13.5,158170.0,6040.0,1307,363,1897,1356,428,9,27,1135,1025,8.0,54.0,456.0,0.0,0
37119005919,North Carolina,Mecklenburg County,Mecklenburg County,1,3636,1498,0.0,0,0.0,0,2.6,111184.0,2858.0,739,641,1902,599,275,1,29,830,760,10.0,29.0,163.0,0.0,0
37119005920,North Carolina,Mecklenburg County,Mecklenburg County,0,2401,805,0.0,0,0.0,1,23.3,69464.0,1205.0,727,261,869,230,99,0,36,1167,1179,62.0,58.0,43.0,0.0,0
37119005921,North Carolina,Mecklenburg County,Mecklenburg County,1,3426,1613,0.0,0,0.0,0,4.6,135754.0,3337.0,639,188,1345,1161,453,1,4,462,380,13.0,51.0,149.0,0.0,0
37119005922,North Carolina,Mecklenburg County,Mecklenburg County,1,4903,1620,0.0,0,0.0,0,5.1,124849.0,3686.0,1335,417,1789,1642,574,0,28,870,807,46.0,62.0,105.0,0.0,0
37119005923,North Carolina,Mecklenburg County,Mecklenburg County,1,4997,1852,0.0,0,0.0,0,11.8,113021.0,4322.0,1237,411,1080,2197,725,0,24,971,974,79.0,113.0,221.0,0.0,0
37119005924,North Carolina,Mecklenburg County,Mecklenburg County,1,5197,1804,0.0,0,0.0,0,3.1,120543.0,5709.0,1318,466,2311,1451,369,6,34,1026,926,0.0,40.0,247.0,0.0,0
37119005925,North Carolina,Mecklenburg County,Mecklenburg County,1,3254,1135,0.0,0,0.0,0,3.9,119461.0,2981.0,815,389,1523,1052,210,3,10,456,341,0.0,57.0,214.0,0.0,0
37119005926,North Carolina,Mecklenburg County,Mecklenburg County,1,7166,2647,0.0,0,0.0,0,1.9,195041.0,9392.0,1719,1073,4346,1674,417,2,11,716,473,48.0,48.0,540.0,0.0,0
37119005927,North Carolina,Mecklenburg County,Mecklenburg County,1,5109,2279,0.0,0,0.0,0,7.0,125547.0,6600.0,1012,328,1277,1969,523,4,27,1309,1332,183.0,463.0,12.0,0.0,0
37119005928,North Carolina,Mecklenburg County,Mecklenburg County,1,1576,553,0.0,0,0.0,0,11.3,99000.0,1586.0,351,206,528,368,153,0,31,496,527,13.0,17.0,81.0,0.0,0
37119005929,North Carolina,Mecklenburg County,Mecklenburg County,1,3925,1588,0.0,27,0.69,0,7.5,88604.0,3057.0,906,373,1409,1527,332,5,9,643,617,46.0,39.0,401.0,0.0,0
37119005930,North Carolina,Mecklenburg County,Mecklenburg County,1,2702,1236,0.0,0,0.0,1,11.8,73832.0,1647.0,583,223,910,1000,91,10,32,659,640,58.0,165.0,111.0,0.0,0
37119005931,North Carolina,Mecklenburg County,Mecklenburg County,1,4005,1798,0.0,0,0.0,0,14.5,97714.0,2791.0,753,429,1732,1212,148,10,38,865,814,25.0,210.0,140.0,0.0,0
37119005932,North Carolina,Mecklenburg County,Mecklenburg County,1,2465,999,0.0,0,0.0,0,2.2,125938.0,2222.0,511,226,804,858,297,0,6,500,424,89.0,49.0,43.0,0.0,0
37119006005,North Carolina,Mecklenburg County,Mecklenburg County,1,3621,1318,0.0,0,0.0,1,14.4,69328.0,2003.0,941,354,1328,1363,136,2,33,759,698,62.0,30.0,133.0,0.0,0
37119006008,North Carolina,Mecklenburg County,Mecklenburg County,1,3795,1441,0.0,0,0.0,0,8.3,97763.0,3145.0,859,420,1513,1572,110,0,12,588,460,57.0,208.0,190.0,0.0,0
37119006009,North Carolina,Mecklenburg County,Mecklenburg County,1,3289,1243,0.0,0,0.0,1,16.6,80951.0,2329.0,807,347,1099,1596,85,2,12,495,398,131.0,150.0,181.0,0.0,0
37119006011,North Carolina,Mecklenburg County,Mecklenburg County,1,3535,1174,0.0,0,0.0,1,5.4,78892.0,2406.0,1052,268,681,1900,139,0,23,792,737,28.0,96.0,127.0,0.0,0
37119006012,North Carolina,Mecklenburg County,Mecklenburg County,1,5100,1702,0.0,7,0.14,0,9.7,86702.0,3758.0,1318,626,1188,2148,635,3,34,1092,1060,0.0,153.0,399.0,0.0,0
37119006013,North Carolina,Mecklenburg County,Mecklenburg County,1,4002,1330,0.0,0,0.0,1,21.1,76071.0,3520.0,1142,227,711,2516,98,1,24,652,546,0.0,188.0,124.0,0.0,0
37119006014,North Carolina,Mecklenburg County,Mecklenburg County,1,4374,1585,0.0,0,0.0,0,1.2,153190.0,3913.0,1125,363,2337,1362,112,4,15,544,406,8.0,85.0,328.0,0.0,0
37119006015,North Carolina,Mecklenburg County,Mecklenburg County,1,4053,1456,0.0,0,0.0,0,5.6,91161.0,2843.0,979,515,1359,1907,138,0,42,607,555,20.0,95.0,183.0,0.0,0
37119006016,North Carolina,Mecklenburg County,Mecklenburg County,1,3426,1098,0.0,0,0.0,1,12.5,75395.0,2037.0,1146,214,474,1706,106,1,70,1069,1132,52.0,127.0,90.0,0.0,0
37119006103,North Carolina,Mecklenburg County,Mecklenburg County,1,4517,1875,0.0,0,0.0,0,4.6,135417.0,3888.0,1067,550,2495,1510,100,0,14,398,321,114.0,155.0,337.0,0.0,0
37119006105,North Carolina,Mecklenburg County,Mecklenburg County,1,3144,1123,0.0,0,0.0,0,4.7,106719.0,2695.0,770,318,1201,1395,118,2,18,410,342,14.0,75.0,136.0,0.0,0
37119006108,North Carolina,Mecklenburg County,Mecklenburg County,1,4808,1713,0.0,0,0.0,1,6.8,74472.0,3628.0,1247,446,776,2991,202,0,20,819,775,52.0,185.0,267.0,0.0,0
37119006109,North Carolina,Mecklenburg County,Mecklenburg County,1,4833,1279,0.0,1487,30.77,1,12.1,59911.0,1767.0,803,601,537,3428,107,2,12,747,684,91.0,167.0,196.0,0.0,0
37119006110,North Carolina,Mecklenburg County,Mecklenburg County,1,5619,2004,0.0,6,0.11,0,8.7,85114.0,5360.0,1472,498,1220,3272,195,0,18,914,772,41.0,321.0,163.0,0.0,0
37119006111,North Carolina,Mecklenburg County,Mecklenburg County,1,4461,1569,0.0,19,0.43,0,8.5,101250.0,3164.0,1168,500,1338,2173,255,0,26,669,518,35.0,163.0,201.0,0.0,0
37119006112,North Carolina,Mecklenburg County,Mecklenburg County,1,2214,1065,0.0,0,0.0,1,23.3,53980.0,1575.0,446,113,445,1257,73,1,7,431,360,160.0,198.0,50.0,0.0,0
37119006113,North Carolina,Mecklenburg County,Mecklenburg County,1,3528,1574,0.0,0,0.0,0,1.9,129205.0,3021.0,704,322,1369,1619,107,6,17,410,262,99.0,40.0,271.0,0.0,0
37119006114,North Carolina,Mecklenburg County,Mecklenburg County,1,4374,1637,0.0,0,0.0,0,6.2,99482.0,2914.0,1059,314,803,2538,149,0,10,874,834,0.0,121.0,67.0,0.0,0
37119006115,North Carolina,Mecklenburg County,Mecklenburg County,1,3330,1828,0.0,41,1.23,1,14.0,72083.0,3042.0,515,136,749,1936,183,3,6,453,337,141.0,153.0,176.0,0.0,0
37119006208,North Carolina,Mecklenburg County,Mecklenburg County,1,3471,1597,0.0,0,0.0,0,5.8,125139.0,3260.0,765,435,2606,292,115,0,12,446,361,53.0,41.0,97.0,0.0,0
37119006209,North Carolina,Mecklenburg County,Mecklenburg County,1,4870,2533,0.0,0,0.0,0,7.4,114507.0,4120.0,831,586,3689,521,124,2,22,512,417,221.0,15.0,329.0,0.0,0
37119006210,North Carolina,Mecklenburg County,Mecklenburg County,1,4744,1801,0.0,0,0.0,0,5.3,156771.0,4142.0,1262,720,3741,333,196,2,13,459,293,34.0,18.0,197.0,0.0,0
37119006211,North Carolina,Mecklenburg County,Mecklenburg County,1,6457,2130,0.0,15,0.23,0,0.9,167983.0,5872.0,2045,563,5178,418,265,0,5,591,431,65.0,15.0,368.0,0.0,0
37119006212,North Carolina,Mecklenburg County,Mecklenburg County,1,3749,1474,0.0,173,4.61,0,2.7,182939.0,4231.0,869,463,2411,609,285,4,14,426,369,81.0,33.0,116.0,0.0,0
37119006214,North Carolina,Mecklenburg County,Mecklenburg County,1,4263,1555,0.0,0,0.0,0,4.8,149219.0,3587.0,1116,486,3341,387,79,0,19,437,299,0.0,13.0,138.0,0.0,0
37119006216,North Carolina,Mecklenburg County,Mecklenburg County,1,2062,885,0.0,0,0.0,0,2.2,226667.0,1739.0,413,384,1858,37,50,3,0,114,83,15.0,0.0,90.0,0.0,0
37119006217,North Carolina,Mecklenburg County,Mecklenburg County,0,3661,1590,0.0,0,0.0,0,3.3,185263.0,3297.0,707,673,3204,131,75,0,5,246,135,80.0,16.0,152.0,0.0,0
37119006218,North Carolina,Mecklenburg County,Mecklenburg County,1,2853,1033,0.0,0,0.0,0,2.9,202625.0,2677.0,713,498,2545,44,66,0,5,193,89,0.0,18.0,162.0,0.0,0
37119006219,North Carolina,Mecklenburg County,Mecklenburg County,1,2341,939,0.0,0,0.0,0,1.0,224028.0,2628.0,438,576,2071,53,61,0,3,153,71,17.0,23.0,132.0,0.0,0
37119006220,North Carolina,Mecklenburg County,Mecklenburg County,0,2960,1484,0.0,0,0.0,0,4.5,189306.0,2553.0,404,733,2656,66,62,2,8,166,92,31.0,0.0,210.0,0.0,0
37119006221,North Carolina,Mecklenburg County,Mecklenburg County,0,3865,1381,0.0,0,0.0,0,3.2,127216.0,3656.0,1069,332,2824,454,136,0,7,444,373,0.0,52.0,164.0,0.0,0
37119006222,North Carolina,Mecklenburg County,Mecklenburg County,1,3976,1352,0.0,0,0.0,0,1.7,155430.0,3574.0,1058,473,2951,513,145,0,19,348,261,16.0,26.0,103.0,0.0,0
37119006223,North Carolina,Mecklenburg County,Mecklenburg County,1,2684,984,0.0,0,0.0,0,2.8,107679.0,2427.0,696,398,1628,587,42,2,12,413,351,16.0,11.0,153.0,0.0,0
37119006224,North Carolina,Mecklenburg County,Mecklenburg County,1,3395,1407,0.0,0,0.0,0,3.6,87000.0,2228.0,818,379,1748,481,143,0,22,1001,970,57.0,58.0,335.0,0.0,0
37119006305,North Carolina,Mecklenburg County,Mecklenburg County,1,3824,1311,0.0,0,0.0,0,1.6,197250.0,4227.0,1000,488,2423,795,273,1,4,328,206,0.0,9.0,197.0,0.0,0
37119006306,North Carolina,Mecklenburg County,Mecklenburg County,1,1744,638,0.0,101,5.79,0,10.1,153125.0,1751.0,348,305,1191,242,85,0,9,217,158,0.0,0.0,96.0,0.0,0
37119006307,North Carolina,Mecklenburg County,Mecklenburg County,1,5792,2336,0.0,57,0.98,0,2.4,167308.0,5030.0,1293,604,3740,1137,319,0,16,580,467,152.0,49.0,205.0,0.0,0
37119006308,North Carolina,Mecklenburg County,Mecklenburg County,1,4247,1720,0.0,0,0.0,0,1.7,142188.0,3654.0,1111,449,3438,324,171,0,6,308,214,20.0,72.0,98.0,0.0,0
37119006309,North Carolina,Mecklenburg County,Mecklenburg County,1,2251,960,0.0,21,0.93,1,10.2,77679.0,1102.0,574,298,1213,405,44,0,17,572,536,67.0,108.0,146.0,0.0,0
37119006310,North Carolina,Mecklenburg County,Mecklenburg County,0,2911,1034,0.0,0,0.0,0,2.9,133750.0,4262.0,751,397,2020,222,122,0,17,530,485,28.0,187.0,281.0,0.0,0
37119006311,North Carolina,Mecklenburg County,Mecklenburg County,1,4373,1453,0.0,0,0.0,0,2.5,180179.0,3823.0,1275,451,3662,183,86,1,16,425,272,16.0,0.0,268.0,0.0,0
